nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
PROVINSI DKI JAKARTA,UNIT PENGELOLA SAMPAH TERPADU - 2.11.0.00.0.00.01.0008,57794127,45592625,2024,Tender,APBD,AGRINAS PANGAN NUSANTARA (PERSERO),Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Manajemen Konstruksi Pembangunan RDF Plant Jakarta,SELESAI,16766094900,16766094900
PROVINSI DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN - 7.01.0.00.0.00.04.0000,59253127,45689728,2024,Tender,APBD,PT.PERMATA DWILESTARI,Tender,Pekerjaan Konstruksi,Pembangunan Gedung Kantor Camat Mampang Prapatan,SELESAI,27364438400,27364438400
PROVINSI DKI JAKARTA,BADAN PELAYANAN PENGADAAN BARANG/JASA - 5.02.0.00.0.00.04.0000,57888127,44881352;44881503;56964015,2024,Tender,APBD,Raja Muchlisar,Seleksi,Jasa Konsultansi Perorangan Non Konstruksi,Penyediaan Tenaga Ahli Software Programmer 5,SELESAI,107800000,107800000
PROVINSI DKI JAKARTA,UNIT PENGELOLA JAKARTA ASSET MANAGEMENT CENTRE - 5.02.0.00.0.00.02.0010,60184127,52091801,2024,Tender,BLUD,PT. DAYACIPTA KREASI BERSAMA,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Jasa Konsultansi Pengawasan Penataan Ruang Gedung Unit Pengelola Jakarta Asset Management Centre BPAD Provinsi DKI Jakarta,SELESAI,421611300,421611300
PROVINSI DKI JAKARTA,UNIT PENGELOLA SAMPAH TERPADU - 2.11.0.00.0.00.01.0008,59861127,51511243,2024,Tender,APBD,PT. BUMI MADANI,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Pemeliharaan Jalan Operasional TPST Bantargebang (Konsultan Pengawas),SELESAI,302142000,302142000
PROVINSI DKI JAKARTA,BADAN PEMBINAAN BADAN USAHA MILIK DAERAH - 5.02.0.00.0.00.05.0000,60181127,51916468,2024,Tender,APBD,PT RSM Indonesia Konsultan,Seleksi,Jasa Konsultansi Badan Usaha Non Konstruksi,Pelaksanaan due diligence,SELESAI,992562000,992562000
PROVINSI DKI JAKARTA,UNIT PENGELOLA JAMINAN KESEHATAN JAKARTA - 1.02.0.00.0.00.01.0011,59359127,46520400,2024,Tender,APBD,Fauzia Filardi,Seleksi,Jasa Konsultansi Perorangan Non Konstruksi,Belanja Jasa Tenaga Ahli Programmer,SELESAI,151000000,151000000
PROVINSI DKI JAKARTA,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,59704127,47582707;51389899,2024,Tender,APBD,PT.HERPIS PERTOMA MULIA,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,",Pengawasan Pemeliharaan Berkala Rumah Susun 7 (Muara Angke)",SELESAI,269286000,269286000
PROVINSI DKI JAKARTA,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,59606127,50431657,2024,Tender,APBD,PT. SARANA BHUANA JAYA,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,"Studi Kelayakan, Kajian, Dan Perancangan Waduk/ Situ/ Embung",SELESAI,2496739058,2496739058
PROVINSI DKI JAKARTA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,59680127,49691485,2024,Tender,APBD,PT. GRANITINDO CIPTA SEJATI,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Jasa Konsultansi Perencanaan Pengembangan RSUD di Wilayah Kecamatan Pesanggrahan,SELESAI,702363600,702363600
PROVINSI DKI JAKARTA,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU - 2.18.0.00.0.00.01.0000,59903127,45320472,2024,Tender,APBD,PT. INSPIRASI KREASI NUSANTARA,Tender,Jasa Lainnya,Pelaksanaan Jakarta Investment Award 2024,SELESAI,898222761,898222761
PROVINSI DKI JAKARTA,"DINAS CIPTA KARYA, TATA RUANG DAN PERTANAHAN - 1.03.0.00.0.00.03.0000",59099127,45716035,2024,Tender,APBD,PRISMA KARYA NUSANTARA,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Perencanaan Restorasi Rumah Dinas Gubernur DKI Jakarta,SELESAI,766788000,766788000
PROVINSI DKI JAKARTA,"DINAS CIPTA KARYA, TATA RUANG DAN PERTANAHAN - 1.03.0.00.0.00.03.0000",61239127,52048958,2024,Tender,APBD,PT. JAGAT OMAR NUSANTARA,Tender,Pekerjaan Konstruksi,Konstruksi Perawatan Bangunan Gedung Dinas Teknis Jatibaru,SELESAI,9742191000,9742191000
PROVINSI DKI JAKARTA,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU - 2.18.0.00.0.00.01.0000,59832127,48182255,2024,Tender,APBD,PT REYN EVIMERIA INDONESIA,Tender,Jasa Lainnya,Penyelenggaraan Jakarta Investment Festival 2024,SELESAI,4514564850,4514564850
PROVINSI DKI JAKARTA,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA BARAT - 1.02.0.00.0.00.01.0003,59716127,48395944,2024,Tender,APBD,pt. fatek engineering consultant,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Pengawasan Konstruksi Rehabilitasi Total Puskesmas di Kelurahan Duri Kepa,SELESAI,593505900,593505900
PROVINSI DKI JAKARTA,DINAS PERTAMANAN DAN HUTAN KOTA - 3.28.0.00.0.00.01.0000,61272127,52290121,2024,Tender,APBD,PT. ASURANSI UMUM BUMIPUTERA MUDA 1967,Tender,Jasa Lainnya,Pembayaran Premi Asuransi Akibat Bencana Pohon Tumbang,SELESAI,888000000,888000000
PROVINSI DKI JAKARTA,DINAS PERHUBUNGAN - 2.15.0.00.0.00.01.0000,59565127,49310138,2024,Tender,APBD,PT Sinarjaya Megahlanggeng,Tender,Jasa Lainnya,Penyelenggaraan Mudik dan Balik Gratis Angkutan Lebaran Provinsi DKI Jakarta Tahun 2024,SELESAI,11149004204,11149004204
PROVINSI DKI JAKARTA,UNIT PENGELOLA PRASARANA DAN SARANA PENDIDIKAN - 1.01.0.00.0.00.01.0039,60112127,51897783,2024,Tender,APBD,PT. Cargonesia Utama Trans,Tender,Jasa Lainnya,Sewa Angkut Balik Rehab Total Gedung Sekolah Tahun Anggaran 2023,SELESAI,469530000,469530000
PROVINSI DKI JAKARTA,UNIT PENGELOLA JAMINAN KESEHATAN JAKARTA - 1.02.0.00.0.00.01.0011,59362127,46505013,2024,Tender,APBD,Nurul Suci Jelita,Seleksi,Jasa Konsultansi Perorangan Non Konstruksi,Belanja Jasa Tenaga Ahli Verifikator Klaim Kategori B.1,SELESAI,111000000,111000000
PROVINSI DKI JAKARTA,PUSAT KRISIS DAN KEGAWATDARURATAN KESEHATAN DAERAH - 1.02.0.00.0.00.01.0088,59882127,48708745,2024,Tender,APBD,pt trisetia cipta persada,Tender,Pengadaan Barang,Pengadaan Kapal Pelayanan Kesehatan,SELESAI,31947998910,31947998910
PROVINSI DKI JAKARTA,DINAS KEBUDAYAAN - 2.22.0.00.0.00.01.0000,59900127,50664661,2024,Tender,APBD,PT. KOMSHA AKUR CONSULT,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Pengawasan Pembangunan Bangunan Pendukung Rumah MT Haryono,SELESAI,286380000,286380000
PROVINSI DKI JAKARTA,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,59710127,47598601,2024,Tender,APBD,PT. SUMBER BAYAK KREASI,Tender,Pekerjaan Konstruksi,Pelasanaan Fisik Pembangunan Sarana Prasarana Rumah Susun Daan Mogot,SELESAI,16334254479,16334254479
PROVINSI DKI JAKARTA,KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - KEP. SERIBU - 7.01.0.00.0.00.06.0000,59549127,47628956,2024,Tender,APBD,PT.  CIRIA ADIJAYA MANDIRI,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Pengawas Pembangunan Kantor TPU Pulau Harapan,SELESAI,330946500,330946500
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH PASAR MINGGU - 1.02.0.00.0.00.01.0063,60061127,50560040,2024,Tender,BLUD,PT. CITRA PRASASTI KONSORINDO,Tender,Pekerjaan Konstruksi Terintegrasi,BELANJA MODAL GEDUNG DAN BANGUNAN BLUD,SELESAI,43872491044,43872491044
PROVINSI DKI JAKARTA,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA PUSAT - 1.04.0.00.0.00.01.0001,59597127,47275976,2024,Tender,APBD,PT. WAHANA PRAKARSA UTAMA,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,"Konsultansi Pengawasan Peningkatan Prasarana, Sarana dan Utilitas (PSU) di Kelurahan Harapan Mulia",SELESAI,149716800,149716800
PROVINSI DKI JAKARTA,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA UTARA - 1.04.0.00.0.00.01.0002,59643127,47393991,2024,Tender,APBD,PT. Bina Jasindo Sainstek,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,"Pengawasan (Supervision) Pekerjaan Pembangunan dan/atau Perbaikan Prasarana, Sarana dan Utilitas (PSU) di lingkungan Kawasan Permukiman Kumuh di Kecamatan Tanjung Priok",SELESAI,313663800,313663800
PROVINSI DKI JAKARTA,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,59247127,45941527,2024,Tender,APBD,PT. ALOCITA MANDIRI,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Jasa Konsultansi Perencanaan Pemeliharaan Berkala Rumah Susun 7 (Muara Angke),SELESAI,358113750,358113750
PROVINSI DKI JAKARTA,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,59601127,50430780,2024,Tender,APBD,PT. Sarana Bagja Bumi,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Kajian dan Perancangan Pembangunan Sarana & Prasarana Kali/ Sungai,SELESAI,1379863200,1379863200
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - 1.03.0.00.0.00.02.0006,59672127,47143975,2024,Tender,APBD,PT.PITACO MITRA PERKASA,Tender,Pekerjaan Konstruksi,Pembangunan Tanggul dan Breakwater di Kepulauan Seribu,SELESAI,56120003354,56120003354
PROVINSI DKI JAKARTA,"DINAS CIPTA KARYA, TATA RUANG DAN PERTANAHAN - 1.03.0.00.0.00.03.0000",59569127,45723232,2024,Tender,APBD,AGRINAS PANGAN NUSANTARA (PERSERO),Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Perencanaan Pembangunan Gedung Kantor Dinas PPKUKM dan Laboratorium Pengujian,SELESAI,3318622500,3318622500
PROVINSI DKI JAKARTA,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA SELATAN - 1.02.0.00.0.00.01.0004,59787127,48598279,2024,Tender,APBD,PT. RAMADIKA MANDIRI,Tender,Pekerjaan Konstruksi,Belanja Modal Bangunan Kesehatan - Rehab Total Puskesmas di Kecamatan Pancoran TA 2024,SELESAI,23475102040,23475102040
PROVINSI DKI JAKARTA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.03.0000,60128127,48013396,2024,Tender,APBD,PULINTA KARYA UTAMA,Tender,Pekerjaan Konstruksi,Perbaikan Gedung Samsat,SELESAI,11040588506,11040588506
PROVINSI DKI JAKARTA,DINAS BINA MARGA - 1.03.0.00.0.00.01.0000,59016127,46298497,2024,Tender,APBD,PT. WAHANA PRAKARSA UTAMA,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Pengawasan Pembangunan JPO di Provinsi DKI Jakarta (Paket 1),SELESAI,848928000,848928000
PROVINSI DKI JAKARTA,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,59670127,47598519,2024,Tender,APBD,PT. ALFRIZ AULIATAMA,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Jasa Konsultansi Pengawasan Pembangunan Sarana Prasarana Rumah Susun Daan Mogot,SELESAI,792873000,792873000
PROVINSI DKI JAKARTA,"DINAS CIPTA KARYA, TATA RUANG DAN PERTANAHAN - 1.03.0.00.0.00.03.0000",57764127,45275117,2024,Tender,APBD,PT. Ciriajasa Cipta Mandiri,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Jasa Konsultansi Pengawas Pembangunan Gedung PMI DKI Jakarta,SELESAI,2514261000,2514261000
PROVINSI DKI JAKARTA,UNIT PENGELOLA ANGKUTAN PERAIRAN - 2.15.0.00.0.00.01.0018,60018127,49609421,2024,Tender,APBD,PT.SHIDDIQ SARANA MULYA,Seleksi,Jasa Konsultansi Badan Usaha Non Konstruksi,Penyusunan Kajian Kelembagaan dan Pengelolaan Keuangan,SELESAI,723498000,723498000
PROVINSI DKI JAKARTA,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,59563127,49823132,2024,Tender,APBD,Danureksa Sarana Cipta,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Pengawasan Pemeliharaan Kawasan Rumah Susun 2 (Pasar Rebo),SELESAI,235730700,235730700
PROVINSI DKI JAKARTA,UNIT PENGELOLA PRASARANA DAN SARANA PENDIDIKAN - 1.01.0.00.0.00.01.0039,59337127,48223189;49374168,2024,Tender,APBD,"PT. Jaya Konstruksi Manggala Pratama, Tbk",Tender,Pekerjaan Konstruksi,Jasa Konstruksi Rehab Total Gedung Sekolah Tahun 2024 Paket 3,SELESAI,263423249861,263423249861
PROVINSI DKI JAKARTA,SUKU DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN KOTA ADMINISTRASI JAKARTA SELATAN - 1.05.0.00.0.00.02.0005,60218127,48649998,2024,Tender,APBD,PT.RANGGA PRATAMA MANDIRI,Tender,Pekerjaan Konstruksi,Pembangunan Pos Pejaten,SELESAI,4152832674,4152832674
PROVINSI DKI JAKARTA,DINAS PEMUDA DAN OLAHRAGA - 2.19.0.00.0.00.01.0000,59942127,47335044,2024,Tender,APBD,ARIHTA TEKNIK PERSADA JAKARTA,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Perencanaan Revitaliasi Lapangan Banteng,SELESAI,1403506200,1403506200
PROVINSI DKI JAKARTA,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,59697127,47582318;51389761,2024,Tender,APBD,PT. BINA MITRA WAHANA,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,",Pengawasan Pemeliharaan Berkala Rumah Susun 2 (Semper Barat)",SELESAI,289998600,289998600
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN KABUPATEN - KEP. SERIBU - 1.01.0.00.0.00.01.0011,59675127,50706292,2024,Tender,APBD,pt.pundiartha prima bahari,Tender,Jasa Lainnya,Penyediaan Sewa Mobilitas Air Kegiatan Sudin Pendidikan Kepulauan Seribu,SELESAI,5768115000,5768115000
PROVINSI DKI JAKARTA,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,59936127,51673226,2024,Tender,APBD,PT. Rekakota Manajemen Konsultan,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Pengawasan Pembangunan SPALD-Terpusat Sistem Penyaluran Tercampur (Interceptor) di Waduk Sunter Selatan Sisi Barat Bagian Timur dan Bagian Selatan,SELESAI,1085580000,1085580000
PROVINSI DKI JAKARTA,"DINAS TENAGA KERJA, TRANSMIGRASI, DAN ENERGI - 2.07.3.32.3.29.01.0000",61304127,52243989,2024,Tender,APBD,PT. ANDALAN MUTU ENERGI,Tender,Jasa Lainnya,Pemeriksaan Kelaikan Operasi Pembangkit dan Instalasi Kelistrikan Pada Genset Gedung Milik Pemprov DKI Jakarta,SELESAI,510705450,510705450
PROVINSI DKI JAKARTA,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA TIMUR - 1.04.0.00.0.00.01.0005,59560127,49952318,2024,Tender,APBD,PT. SEWUN INDO KONSULTAN,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,"Pekerjaan Jasa Konsultansi Pengawasan Lanjutan Peningkatan Prasarana, Sarana dan Utilitas (PSU) di Kelurahan Klender",SELESAI,288133800,288133800
PROVINSI DKI JAKARTA,UNIT PENGELOLA JAMINAN KESEHATAN JAKARTA - 1.02.0.00.0.00.01.0011,59334127,46522398,2024,Tender,APBD,YULIA PRATIWI,Seleksi,Jasa Konsultansi Perorangan Non Konstruksi,Belanja Jasa Tenaga Ahli Analis Data dan Informasi,SELESAI,126000000,126000000
PROVINSI DKI JAKARTA,"DINAS KETAHANAN PANGAN, KELAUTAN DAN PERTANIAN - 2.09.3.25.3.27.01.0000",59957127,48327146,2024,Tender,APBD,PT.SAMUDRA ANUGRAH INDAH PERMAI,Tender,Pekerjaan Konstruksi,Pelaksanaan transplantasi karang,SELESAI,2094815804,2094815804
PROVINSI DKI JAKARTA,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.01.0000,60012127,48597876,2024,Tender,APBD,PT. ARMUDI PRADANA KONSULTAN CAB. BANDUNG,Seleksi,Jasa Konsultansi Badan Usaha Non Konstruksi,Kajian Manajemen Risiko Penanganan Permukiman,SELESAI,344710500,344710500
PROVINSI DKI JAKARTA,"DINAS CIPTA KARYA, TATA RUANG DAN PERTANAHAN - 1.03.0.00.0.00.03.0000",59295127,44761019;47834684,2024,Tender,APBD,PT. PP (Persero) Tbk,Tender,Pekerjaan Konstruksi,Jasa Konstruksi Pembangunan Gedung Parkir Jatibaru,SELESAI,239851999000,239851999000
PROVINSI DKI JAKARTA,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA UTARA - 1.04.0.00.0.00.01.0002,59636127,47304618,2024,Tender,APBD,PT. WAHANA PRAKARSA UTAMA,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Pengawasan (Supervision) Pekerjaan Peningkatan Sarana Prasarana dan Utilitas di Kelurahan Pademangan Timur,SELESAI,216339000,216339000
PROVINSI DKI JAKARTA,DINAS SOSIAL - 1.06.0.00.0.00.01.0000,59401127,48717455,2024,Tender,APBD,PT. SEWUN INDO KONSULTAN,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Pengawasan Rehab Total Gedung Panti Sosial Bina Insan (PSBI) Bangun Daya 1 Cengkareng,SELESAI,215878350,215878350
PROVINSI DKI JAKARTA,PUSKESMAS PULO GADUNG - 1.02.0.00.0.00.01.0130,61261127,52220457,2024,Tender,BLUD,PT. ALOCITA MANDIRI,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Belanja Pengadaan Perencanaan X-1 Pembangunan Sistem Proteksi Kebakaran Gedung Puskesmas Pulogadung,SELESAI,256881750,256881750
